uid,caption
349101_mscoco_4,A white train colliding with a black car.
4749_mscoco_3,Two bananas sit in a green bowl on a counter.
371958_mscoco_0,The top of a brick clock tower surrounded by birds.
578467_mscoco_4,A person that is on top of an elephant.
167166_mscoco_2,"A green, red, and gray truck sits in a parking lot."
361221_mscoco_0,Black and white picture of of a Southern Pacific locomotive.
145549_mscoco_2,A bunch of racks to store kayaks and canoes
523230_mscoco_1,Two men are sitting under a tree on a park bench.
52233_mscoco_0,Two people having a conversation while holding red umbrellas.
209145_mscoco_2,A kitchen with wooden cabinets and a wooden table.
320171_mscoco_1,An old road photographed in black and white
138179_mscoco_3,A smiling baby playing with a yellow and blue toy.
337533_mscoco_1,THERE IS A WOMAN THAT IS TALKING ON THE PHONE
293705_mscoco_3,Before and after pictures of a living room.
403619_mscoco_4,A woman is on her laptop with a cell phone next to it.
436141_mscoco_2,"A toilet, sink and mirror in the bathroom"
202923_mscoco_1,A baseball player holding a baseball bat in the game.
86468_mscoco_1,A cluster of white flowers sitting on a vase in a window sill.
52712_mscoco_1,Red and black luggage sits on a tile floor.
7096_mscoco_1,Two empty modern train engines face each other on urban tracks.
500298_mscoco_0,A counter topped with lots of fresh vegetables.
459752_mscoco_3,A man without a shirt holding a purple tooth brush.
471816_mscoco_2,The front door of the house is in front of a stair case leading up.
87070_mscoco_3,A man carrying a tree on ski in the middle of the woods
425484_mscoco_2,There are several tents pitched on a beach.
467285_mscoco_3,A baseball player is on the home plate with his bat.
25685_mscoco_3,A motor boat driving next to a Coulson flying tanker plane that has landed in the water.
241525_mscoco_0,A white square plate topped with meat and veggies.
41200_mscoco_1,There is a suitcase which appears to filled with foreign snacks.
322263_mscoco_3,A motorcycle being used as a display at an outdoor event.
128644_mscoco_0,A small plan is parked half on a cement area and half in a field while the ground is wet.
194756_mscoco_2,A man sits at the wheel of his boat in a canal.
273494_mscoco_2,There is a hotel room with a tray of breakfast on a bed.
489907_mscoco_4,"A snowy and icy side of rock, with a sign standing in front of it."
20632_mscoco_1,A type of container with various items in it including a stuffed toy and a purse with a dollar bill laid on top of the purse.
46898_mscoco_2,a bear that is on some grass next to a fence
162763_mscoco_2,a bike that is upside down getting fixed
184613_mscoco_4,A boy holding an umbrella while standing next to livestock.
435745_mscoco_2,A room with many bicycles hanging and sitting in it.
286478_mscoco_3,A dog laying on top of a blanket on a bed.
508482_mscoco_3,Entry doors on both sides of the train making boarding easier.
412749_mscoco_3,A cat that is laying down near a bat.
30267_mscoco_2,A yellow and green train sitting idle on the railroad track
9288_mscoco_4,A special toilet with an electronic seat and lid.
242427_mscoco_0,A room with tables and laptops and a power point screen.
102345_mscoco_3,A vase filled with mutli colored flowers near a window.
412247_mscoco_1,A girl wearing a helmet and holding a baseball bat at the batting cages.
91954_mscoco_0,OLD RUSTED BOXCARS STILL SITTING ON A SET OF TRACKS
374505_mscoco_4,a close up of a person with a pair of scissors
560757_mscoco_3,A person in a wet suit surfs among waves.
281602_mscoco_2,A man exits a building holding a black and white umbrella.
487498_mscoco_3,young girls standing under an umbrella with writing on it
97782_mscoco_3,A couple of cars are parked in a lot
426836_mscoco_1,a painting of a person standing in the park while a kite flies above them
8119_mscoco_0,A team of young men playing a game of baseball.
340654_mscoco_2,a street sign on the corner of a city street
60886_mscoco_3,A baseball team celebrates on the field together.
73560_mscoco_0,A young girl sitting at a table that has two pizzas and a pepsi beverage glass on it.
512194_mscoco_3,A vase with a variety of flowers sitting in the window.
45392_mscoco_2,A boy in a baseball hat stands in a dirt area with his baseball glove on.
1083_mscoco_2,Three cows walking in the grass near trees.
178254_mscoco_1,A couple holding hands walking down a city street
238866_mscoco_1,A black-and white picture of a rack full of doughnuts.
372641_mscoco_4,a desk with a laptop a key board and mouse
149964_mscoco_2,there are train tracks that lead in to a train station
443797_mscoco_2,A bare room with religious paraphernalia on the walls.
80045_mscoco_4,A large clock attached to the outside wall of a building.
573565_mscoco_0,Two burritos on a plate with a spoon next to a pack of cigarettes.
384661_mscoco_0,"An oven with a stove, pots and utensils, and a refrigerator next to it."
434700_mscoco_0,A ground tennis match between two guys while a bunch of people are watching in a stadium.
571518_mscoco_1,A table filled with bunches on yellow and green bananas.
292991_mscoco_1,The two pieces of abandoned luggage are waiting to be claimed.
179869_mscoco_2,Two boats sitting next to each other on the beach.
623_mscoco_2,A woman hods a stuffed pig close to her
37456_mscoco_4,this is two people playing a video game
181763_mscoco_3,A close up of a dog wearing a hat.
247720_mscoco_0,A woman standing in a room holding a game controller.
203732_mscoco_1,A small bathroom with a toilet and a shower stall.
291298_mscoco_2,Two people looking at a giraffe and petting its nose.
82558_mscoco_4,A yellow room with a ceiling fan and covered furniture.
18893_mscoco_1,The orange cat is lying on a blue bag.
342051_mscoco_0,a man is standing next to a stop sign outside
369190_mscoco_4,There are many bikes parked in a public place
563381_mscoco_0,A couple of sheep walking across a lush green field.
177419_mscoco_4,Blue fire hydrant sitting on a sidewalk made of bricks.
139781_mscoco_1,A woman standing next to a cat laying on the ground.
472569_mscoco_0,A train sits on the tracks under an overcast sky.
140270_mscoco_0,A person is riding a horse around on grasses
312783_mscoco_0,A pair of people jump for a frisbee.
229753_mscoco_1,a close up of two giraffes near one another
24921_mscoco_0,A small white boat floating on top of a river.
201043_mscoco_2,A room full of umbrellas and torches for patios.
524850_mscoco_3,An upper shot of several people standing near a plane.
149251_mscoco_4,A red apple sitting next to a knife with a black handle.
571718_mscoco_1,A man looks at a cart full of bananas.
313155_mscoco_3,A plate of pastries in front of a computer keyboard.
392183_mscoco_2,A woman looking at a cell phone while carrying an umbrella.
15918_mscoco_4,A mirror in front of a large glass window displays a bathroom.
51938_mscoco_4,a skier approaches a red bar stuck into the snow on a snowy hill
23017_mscoco_0,A blender filled with liquid sitting on a kitchen counter.
472904_mscoco_0,A table with a fall arrangement sits in a large room.
11241_mscoco_4,A buffet set up with various food items.
217948_mscoco_3,Three brown bears are looking outside their enclosure.
485480_mscoco_3,A baseball player standing next to home plate.
397729_mscoco_2,A young baseball player swinging the bat to hit the ball
8016_mscoco_0,A fighter jet flying through a cloudy sky.
532919_mscoco_0,A horse drawn carriage traveling down a street.
323888_mscoco_3,Two vehicles are parked outside of a large building.
321118_mscoco_2,The laptop keyboard has two small furry objects on it.
38685_mscoco_1,A couple of signs in the middle of a public place.
556817_mscoco_2,A black dog walking with a frisbee in his mouth.
24609_mscoco_1,A lady is observing the containers of food.
411082_mscoco_1,a wooden bench that has a broken leg
384931_mscoco_3,A crowd of people sitting in a field watching jousting.
29346_mscoco_0,A green cake that is shaped to be a train
196715_mscoco_1,A couple of people walking around a beach near a lifeguard truck.
412887_mscoco_2,A cow is in its pen staring with its mouth open.
201120_mscoco_2,A piece of paper and some scissors on a table.
468744_mscoco_1,a white vase with many roses in it
420181_mscoco_2,People standing in front of a building with umbrellas.
7726_mscoco_2,A red delivery truck driving across a rain soaked street.
76529_mscoco_0,A close up of a banana next to a cup with liquid.
523780_mscoco_0,Two people skiing right up to a big lodge.
375755_mscoco_0,A young boy with shaggy blonde hair standing with his skateboard.
558388_mscoco_3,A person takes a piece of chocolate cake.
125645_mscoco_0,A group of buses sitting in a rural area.
357383_mscoco_4,A young man wearing glasses holds an open copy of The Watchmen graphic novel.
112129_mscoco_2,Orange and yellow flowers sitting inside a glass vase.
259819_mscoco_0,A black cat was lying inside a suitcase.
278295_mscoco_3,view of a snow capped mountain from in a plane
505080_mscoco_0,a small boat in a large body of water
247986_mscoco_3,A person with a cell phone in their hands.
252559_mscoco_1,A group of people walking across a street below a tall building.
525184_mscoco_0,Young woman affectionately holding white teddy bear with car.
528604_mscoco_4,A man holding a small child with a toothbrush in its mouth.
95249_mscoco_0,A man opens his mouth wide and holds a piece of food.
298904_mscoco_1,Rocks and plants displayed in water inside clear glass vase.
26159_mscoco_4,Looking down at a bear that is sitting by a big rock.
416101_mscoco_3,a male tennis player gathering his balls
509699_mscoco_4,A PERSON IS STIING ON A COUCH WATCHING TV
276580_mscoco_3,a baseball player swings his baseball bat in front of the dugout
301305_mscoco_3,The family is sitting together at the table waiting on desert.
76034_mscoco_4,A baby boy is naked and looking at the camera.
17534_mscoco_0,Two men are playing tennis one of them is serving the ball.
218249_mscoco_0,a burger and some fries on a tray
139684_mscoco_4,a living room witj a couch some chairs and a tv
13159_mscoco_1,"A sign with the words ""FIRE HYDRANT"" has an arrow pointing to a fire hydrant in a wooded area."
479597_mscoco_4,A man in a white business shirt wearing a red tie.
243204_mscoco_0,A person is holding a spatula near slices of bread on a stove.
331339_mscoco_3,"A breakfast of bacon, waffles, and fried banana slices"
440034_mscoco_2,The man is dressed in a dress shirt and tie.
545564_mscoco_0,"A modern living room space containing a couch, and several chairs."
111817_mscoco_3,some cup cakes sit in front of a cake
569319_mscoco_3,A birthday cake and plates with chips and dip and veggies.
360371_mscoco_4,An aerial view of a toilet and a tub with sliding shower doors.
26201_mscoco_2,A SCENE OF A STREET WITH CARRIAGES AND A BIKE BOY
300903_mscoco_4,The men are trying to play a game of Frisbee on the grassy field in the park.
300962_mscoco_1,The boy is hitting the baseball on the field.
193661_mscoco_1,A living room with a well used stone fireplace
332096_mscoco_4,"A unique shot of the same baseball player, fixing to throw his pitch."
