uid,caption
000000143582,Rider leaning close to the ground on a motorcycle.
000000143644,A stuffed teddy bear laying on top of a bed.
000000143671,Freshly picked carrots with dirt on them sit in a basket.
000000143696,A group of building that are sitting on the water.
000000143737,Two men who are on motorcycles driving down the street.
000000143744,The train is on a track which is surrounded by trees and partly cloudy sky.
000000143769,Ponies have long manes and tails and stand beside a fence in front of a building.
000000143792,A dog is laying in the grass by a frisbee.
000000143822,A close up shot of a Nintendo Wii remote and holders.
000000143824,The cat is looking at the television with the dog on it
000000143825,Three dogs playing with a disk toy in the park.
000000143859,Array of dishes with fruit inside them on the kitchen countertop
000000143876,Two cats in a vehicle with one laying in the dashboard and one perched looking out the side window.
000000143891,A train going under a metal beam with sidewalk.
000000143901,A woman carrying a birthday cake with lit candles on it
000000143908,A man peeling rubber on a white motorcycle.
000000143931,Here is Massachusettes candidate Scott Brown's campaign trailer.
000000143948,A young blond woman in a red tube top talkes to a male friend while holding a wine slushie.
000000143961,A large group of people lounge on a lawn for an event.
000000143974,A black cow walking across a stream.
000000143975,A living room is shown with tables and seating.
000000144003,A group of people watching a woman cutting a cake.
000000144058,Dock full of many parked boats with a duck.
000000144062,"A framed photo of a restroom showing a toilet next to a window,"
000000144065,a woman and boy sitting at a table with cake.
000000144162,A control room filled with lots of computers sitting under lights.
000000144167,a traffic light two black and white signs and a building
000000144200,A pot of vegetables cooking on the stove.
000000144202,A pastry and a cup of coffee on a plate set by a laptop.
000000144228,Two children are sitting on a sofa playing video games.
000000144243,Kids play soccer outside on a grassy field.
000000144250,A giraffe and its baby standing in a field of glass
000000144251,a couple of buses that are out front of a building
000000144252,this is a man swing a bat at a ball
000000144269,A man is taking a picture in a mirror.
000000144273,A portable orange fruit stand on the city street.
000000144333,A woman riding a bike with a basket on it.
000000144334,two slices of pizza sit on a white plate
000000144365,A person is standing on the side of a train station.
000000144373,A person with a blue ring eating a doughnut
000000144379,A man stands alone with many luggage bags.
000000144383,A man riding a wave on a surfboard.
000000144429,A zebra is swishing it's tail as it walks.
000000144438,Two people with pizzas on a picnic table outdoors.
000000144481,two vases depicting a design of people painted on them
000000144486,Two slices of toast with toppings on a blue plate.
000000144534,A stir fry of several different vegetables and sausage in a skillet.
000000144633,a full basket of broccoli sits next to other fruits and vegetables
000000144635,The couple sleeping in this bed did not make it when they woke up
000000144655,Two small ducks swimming side by side through a pond.
000000144715,A train on the tracks with smoke coming out the top.
000000144723,This is a dog jumping through the air to catch a red Frisbee.
000000144784,A hand with finger on a blender filled with liquid.
000000144798,A cup sits on the edge of a white tub in a bathroom.
000000144804,A group of people laying on sleeping bags grabbing food from a box.
000000144809,a toilet sits in a bathroom next to a sink
000000144863,There is a man with a hot dog in his hand.
000000144874,a woman surfing as a man comes to join her
000000144896,A man standing on a boat with support beams.
000000144929,A little girl jumping in the air with an umbrella.
000000144932,A small boat makes its way across the water on an overcast day.
000000144935,A crowd of people at the beach flying kites.
000000144941,A tiled bathroom with a potted plant as a center piece.
000000144985,"A truck with the word ""recall"" written on it drives down the road."
000000144992,A bus sitting at the curb next to a stop.
000000145009,Two giraffes snack on trees in their habitat
000000145015,A bed that is outside with a net hanging over top of it.
000000145019,A recovey crew dressed in blue at an airplane crash site.
000000145020,Daisy ducks stands at a Christmas decorated Disney World.
000000145032,A stone church with a blue clock on the outside wall.
000000145048,A large grey train inside of a train station.
000000145061,A car and a city bus sit side by side on the street.
000000145073,A stop sign with a building with a Google logo in the background.
000000145093,A large stone building with a clock face on it.
000000145101,A living room filled with furniture and two windows.
000000145149,A man with his shirt collar turned up an his tie undone.
000000145199,A table sits in front of the bar area of a wall.
000000145208,A man on a surfboard riding a wave.
000000145214,A very old and dirty keyboard and attached mouse.
000000145215,A surfer heads out into the ocean with surfboard.
000000145227,A guy is posing for the camera with a medal around his neck.
000000145284,The bench is near a park clearing and a tree.
000000145295,Bunch of people crowding the street all on skateboards
000000145312,A dog catches the frisbee while playing outside.
000000145325,An office space that is dark in color and has a keyboard and two computer screens along with two telephones and a headset.
000000145335,This snowboarder keeps himself upright with his hand touching the ground.
